writer_id,accuracy
6,0.6666666666666666
13,0.6666666666666666
14,0.6666666666666666
20,0.6666666666666666
27,0.6666666666666666
32,0.6666666666666666
33,0.6666666666666666
42,0.6666666666666666
44,0.6666666666666666
50,0.6666666666666666
53,0.6666666666666666
